session_id,visit_timestamp,customer_id,page_visited,session_duration,device_type,traffic_source,conversion
2c49d4da-c94e-4d76-b897-88260820c2ca,2024-09-08 15:06:45,67b1a59e-04f8-40b7-bfd9-9cdcc3923cb3,/home,27.46,Tablet,Organic,False
39f72c7d-d817-4092-8bf5-8c85565992ca,2024-09-08 12:52:00,6aad0017-1f89-4321-8bf6-86cc0fb2060a,/faq,54.0,Desktop,Direct,True
24857625-3e91-4a23-9359-3c6c54feb4a6,2024-09-08 02:47:39,a314f00c-2db6-4da3-a6a4-15a724206c3d,/expeditions/rock-climbing,33.33,Tablet,Paid,False
635a9bdf-bfee-4253-8209-90226bc6e475,2024-09-08 04:40:30,2d8b8b62-c5ad-44a8-96e4-14b3e692289c,/expeditions/mountaineering,49.65,Mobile,Social,False
683b9e2a-8223-4ffc-94d4-4dcf2f64f952,2024-09-08 17:40:48,ead359a7-8f6b-4f6a-916b-081a1c5c100f,/expeditions/rock-climbing,32.76,Desktop,Paid,True
810e943b-63a6-4e53-aa1f-bc09b7ead53c,2024-09-08 11:10:40,b1fb7e0f-d870-47f5-a27f-86a261dba447,/blog,32.47,Tablet,Organic,False
c09896e5-2d74-4ed6-9901-364a4581e741,2024-09-08 20:44:51,966be85c-6bd7-4a52-9e3b-31f2af339375,/faq,31.62,Desktop,Paid,True
40c52125-22a7-4cc7-bcba-057b8cc607dd,2024-09-08 14:35:33,f446af84-a9a7-4c8d-92df-2042b0c65469,/gear/rentals,13.32,Tablet,Paid,True
41a89442-cd26-4afe-b189-64df6d3bdce5,2024-09-08 17:23:17,3869b535-93bb-427b-9a05-1eefcdf58bf2,/gear/purchase,36.28,Tablet,Paid,True
901cb08b-35e3-4133-9734-1a638ec3557d,2024-09-08 11:51:39,5c3157d9-c066-4dd7-840d-c4e0f106fa23,/blog/mountaineering-tips,40.56,Tablet,Social,False
f7cfb7f8-0603-48fa-88cf-191dfbc16b9e,2024-09-08 02:42:48,cb1ca505-d4e8-4f51-bf26-88b190f08782,/home,23.09,Mobile,Organic,False
b5e4b065-5175-464e-a5fc-8fb91d71d28c,2024-09-08 00:13:09,d1013a3d-6193-4216-bbe5-1d23ae9c7d7f,/gear/purchase,56.31,Tablet,Direct,True
22b97b72-c62f-42c6-aba9-fd2fd2e0d2a8,2024-09-08 02:54:31,60cc2ebc-e5c1-4620-a216-284c6030e2a1,/expeditions/rock-climbing,50.6,Mobile,Organic,True
bb90c4ae-5a7f-434e-86d7-493d923e1af8,2024-09-08 09:58:56,90a7f5c9-0b5f-47e2-82d0-26ef80f3cf01,/contact,3.69,Desktop,Direct,True
d936df45-0e19-4dc2-b540-1e047e2cfef2,2024-09-08 04:38:24,69ca36d0-e25c-481b-ac7c-29f2f5aa4337,/contact,16.89,Desktop,Organic,True
0836db1c-28c2-432d-9386-362dbdb757db,2024-09-08 21:28:56,71fd1420-a95b-4e7d-8ea7-9b28a0975453,/gear,13.03,Desktop,Organic,True
17ae2ad2-112a-4b37-8271-20926e735939,2024-09-08 10:52:15,1f58eb8b-f72b-4661-8095-6519a3253994,/expeditions,1.09,Tablet,Paid,True
c0406f32-c9c0-4936-8b1b-bf0aed38cdd5,2024-09-08 14:03:32,c556c167-3d79-4657-8d08-3ff793bcec23,/expeditions/routes,49.84,Tablet,Direct,True
95021571-de99-496a-8705-40fd8793b681,2024-09-08 13:26:04,7cf8ae6e-b1bb-497d-8e69-c0175ba2d985,/blog,14.38,Desktop,Organic,False
7caa729d-516a-4d99-91a4-6108553293d8,2024-09-08 14:35:07,973a4e5c-8c13-4065-8747-85395f36168d,/signup,17.62,Mobile,Organic,True
feaacaf3-5914-49b0-ae54-04c2fb856374,2024-09-08 04:09:42,1a6f3aa7-8894-4baf-aa08-783a80d2c717,/blog,57.27,Tablet,Organic,True
3ab793a0-99ed-4277-9df4-7905310c6568,2024-09-08 11:48:54,83b99adb-87c6-47e6-a322-b63f8e4eee53,/faq,19.8,Mobile,Direct,True
7ff8b6cf-1168-4ffd-abd7-9543271c20ec,2024-09-08 15:42:59,8669d1ce-b571-425b-8f88-f471057d1f09,/about-us,50.48,Desktop,Paid,True
3c6ca1b0-c55e-43b8-a680-ec8d778e7f7d,2024-09-08 09:30:37,67a17daa-91f2-4cee-a253-9eefb6a172a1,/contact,33.44,Tablet,Paid,False
d68f1039-6cfb-483a-95bc-b9ec13ac4802,2024-09-08 02:08:33,ca587983-a2a8-4277-bcd1-5bd082546ec9,/home,10.71,Mobile,Direct,True
64fef97f-06c9-41d2-a66a-4100fc328f8b,2024-09-08 16:24:41,80cb4fdb-b637-4736-a906-1734505a0ef1,/gear,59.81,Mobile,Organic,True
864b55d9-4579-4d00-b51a-381e8b242717,2024-09-08 15:08:56,d2c21848-b988-4020-926e-d928b8c94183,/faq,47.08,Desktop,Organic,True
896d35c3-e8df-46ee-be22-5fcabb70eb29,2024-09-08 00:55:46,96ac2db7-4c85-49d5-9688-84c592a54762,/gear,44.94,Desktop,Direct,False
c45fcc24-e663-42cf-b7ec-cc4eed89288f,2024-09-08 09:51:11,ba11263d-31db-4474-9fe3-a59e46f9035a,/faq,11.76,Desktop,Social,True
ebdfdbd2-dc2c-4a76-a652-2793ced87abd,2024-09-08 01:57:48,ce19626e-ac7c-4294-bab8-e6e728fbcc79,/about-us,26.37,Mobile,Social,True
cef63527-d998-403e-aea1-3ecba9bc6271,2024-09-08 18:48:26,079aab93-d75f-48c3-8348-bfe30009eb19,/about-us,34.35,Tablet,Organic,True
6778657b-1b9b-4c88-8af0-c29f6906f395,2024-09-08 06:04:33,935baf85-eac7-4fb4-ba4a-24e9a0c593ac,/home,46.91,Desktop,Paid,True
d4e026dc-17f2-419d-8725-5064912f6b4f,2024-09-08 13:06:33,94dddc0b-23ae-4b70-b987-371d3174cc4b,/contact,39.29,Tablet,Organic,True
0bf5a1c1-84c5-4e8f-81ce-2e4ab525b6bd,2024-09-08 01:05:37,010a1fa6-1b08-42e1-9823-d9db7df8b194,/gear/purchase,53.55,Mobile,Social,True
88418b23-a55b-4a34-ab15-3861dbdd799a,2024-09-08 04:29:48,e87c0596-fddf-45b4-a2b8-d2a77abbf60f,/expeditions/rock-climbing,3.84,Mobile,Direct,True
28d7f980-07b3-40c7-81ff-e12d0d8d4da2,2024-09-08 15:01:27,034ed415-b03b-4a90-aefc-dc62b0f14c56,/blog,53.02,Tablet,Direct,True
8dd7b0f3-6521-4102-904e-48ea5797cf44,2024-09-08 15:15:38,1a3a498a-864f-4ccb-9a67-8bcd61a469b5,/signup,54.02,Desktop,Organic,True
880482f3-21de-4e6b-8502-d54878d55264,2024-09-08 05:45:03,40e7262d-25c4-4533-a989-1409b2e0feee,/signup,3.38,Mobile,Organic,True
87f704f4-46fe-4c9a-80f0-b5ba026cdfb5,2024-09-08 16:51:22,88557fd8-acfe-4348-b365-f09785fdc19a,/faq,55.2,Mobile,Social,False
e4a8939b-4402-46ad-b965-e42e3bedf2dd,2024-09-08 07:13:22,a5b69942-4a7f-4956-9659-5643e11ac2c9,/gear/purchase,19.88,Desktop,Social,True
b4ffc48a-5d80-48f0-9de8-d3f105f64e10,2024-09-08 12:27:35,0831a5ae-cced-4921-a4d6-6a46799a8fd5,/about-us,31.11,Tablet,Social,True
1fe6fd7c-ece6-4491-9a99-bc263ce1c835,2024-09-08 07:09:51,83d77be9-7518-4e9b-a807-dc6984d07f12,/gear/rentals,20.9,Desktop,Direct,False
883c07aa-beab-431f-b082-1c5af92965d5,2024-09-08 15:50:44,48aae728-32e9-4959-a87d-4bf1608f669a,/gear,15.57,Tablet,Direct,False
832f6531-5b79-44f1-8f6d-689ab5c87164,2024-09-08 15:54:23,aff21b47-3c49-4f02-b245-061bfe8db0bc,/gear/rentals,15.29,Desktop,Paid,False
0762b185-dc81-4b13-845d-ec6b4e6b99f5,2024-09-08 08:24:51,8a9ae9c4-7182-488f-95b3-5bbae8183e89,/expeditions,9.81,Mobile,Social,False
2547ecb3-7522-423d-985b-548826fd90a1,2024-09-08 18:07:08,18c73c1f-0685-429b-b466-f915ca7211ba,/faq,21.65,Mobile,Organic,True
31155914-1b35-4b92-8147-a55593728e6a,2024-09-08 05:24:29,a004732e-5308-49e0-9ffb-ef4f02a7f8ac,/about-us,7.06,Desktop,Paid,False
55be23e9-3881-4ca4-b9a3-610f81b3ac8e,2024-09-08 12:51:22,8a6d6d5f-fa29-461c-bff8-b117edfcd128,/signup,13.4,Tablet,Social,True
fc35f9e2-5eba-4ecc-ad08-89ce16d86821,2024-09-08 09:30:48,357d3688-2b0a-4ad4-af26-0a61c1b1f38d,/contact,43.2,Desktop,Organic,True
d57f7e71-f581-4464-bc76-5f12e14ea38a,2024-09-08 03:54:36,a5cd1b24-ebc3-41de-83ee-b58e85343919,/expeditions,21.99,Desktop,Direct,False
deddc67b-b7a4-4385-84df-4787c39957b9,2024-09-08 16:56:38,32bede5d-b4a3-4b55-b40d-2ea83bef5d21,/gear,57.18,Mobile,Paid,False
3c3fd410-f05c-4488-b2d4-cdcd7d1ae413,2024-09-08 17:18:43,14181ec5-05f5-4691-9d28-1a3eaef9815d,/gear/purchase,37.05,Mobile,Social,False
c4f84b86-7e76-47aa-8671-d84c6d2ece30,2024-09-08 15:29:02,9e590fa7-eacc-4057-afd5-b871567fcaaa,/blog/mountaineering-tips,27.53,Desktop,Paid,True
41be39f3-e6a9-4b41-8b92-fd9232804bd7,2024-09-08 12:03:41,4e944c92-9e7a-45ff-ad5a-7b4438692918,/blog,9.73,Desktop,Organic,True
9dc31223-0ccc-4c8e-988f-da62d24057b5,2024-09-08 01:43:45,6650c90c-1494-45a7-8ffe-20429775811a,/expeditions/rock-climbing,45.1,Mobile,Direct,True
24ce1ed4-c082-4d03-99c1-9c7311e3394d,2024-09-08 14:00:04,a1edc8d9-d325-4f48-8b38-2e5679cad0f6,/blog/expedition-stories,19.7,Tablet,Direct,True
018a4cc2-851d-463a-8bf8-3a33ab4a237a,2024-09-08 14:58:55,75aaf4e7-de82-4760-9f05-171fc7ee1ce1,/about-us,23.47,Tablet,Organic,False
61ea89bd-fa19-48ae-b27f-eba3fcd79ac3,2024-09-08 07:11:27,ee12ed40-06db-455c-8efb-66bc261f0da0,/signup,50.7,Mobile,Paid,False
23008708-a1fc-4e72-a922-ec7f7b67742a,2024-09-09 03:09:43,3c92a859-e2c5-487e-bd2d-f33f8312d46f,/faq,16.33,Tablet,Organic,False
6cfdf505-d16c-471a-b34a-16b2e04ee253,2024-09-09 10:05:06,80a27511-5002-4019-b165-4ca9dd5c2b69,/gear/purchase,37.89,Mobile,Organic,True
c8193eab-4cdf-4d2e-97ee-f53a00016462,2024-09-09 21:15:50,45975035-88c1-41ff-8bfb-98f9faa00c31,/expeditions,53.23,Desktop,Organic,False
24389c97-975a-4e03-aeb4-1efa9b05ca4d,2024-09-09 19:20:54,af62da87-b8dd-4046-8bd8-3bb40dc1e1af,/blog/mountaineering-tips,22.56,Tablet,Paid,True
991e60c9-917d-4d2f-9151-63d2651057b5,2024-09-09 00:24:25,d4c85789-39c9-489e-8fe8-e0fe59a47033,/expeditions,51.15,Mobile,Paid,True
5a71da2b-4a06-487b-a871-112aad1c07b6,2024-09-09 14:21:50,a1edc8d9-d325-4f48-8b38-2e5679cad0f6,/blog/mountaineering-tips,27.41,Desktop,Paid,False
30895002-50cc-4b49-b873-85efe11c5a82,2024-09-09 16:16:17,0fb2f329-8485-4ebf-8686-a18385e7a6a3,/expeditions/mountaineering,8.49,Mobile,Paid,True
b8b68d67-1257-49c8-90bf-e5a15e497e2a,2024-09-09 12:54:15,7b201e4a-94c2-4a4b-aa2b-a7b93f5a872f,/blog,37.18,Mobile,Paid,False
633535c2-3ca1-41f4-ab79-528a29fed328,2024-09-09 06:20:56,a5b0fdc2-c46c-43fc-8abe-d92c84ec98b5,/expeditions,39.59,Tablet,Social,False
dca9962e-38b1-4853-8c6b-dc6738cb8702,2024-09-09 22:55:32,1df3a5ef-90ee-440d-aa5e-94b94dfa0924,/expeditions,21.44,Mobile,Organic,False
5be27143-f2c1-4a21-8027-9171cf4934d8,2024-09-09 20:04:22,1416a399-2d56-4796-a6fc-99764721cf8c,/expeditions/mountaineering,7.91,Mobile,Direct,False
16743fdf-e87b-48c5-b333-18816698a9ad,2024-09-09 09:31:06,d4852f7c-2c63-46b5-b139-f02e5e61e9a2,/expeditions/routes,9.21,Tablet,Social,False
1e0cbedf-748b-4871-9d93-a6be65c8cb5b,2024-09-09 15:33:34,1029d096-0111-4416-87e2-83e1acbf2904,/contact,55.51,Mobile,Social,True
b9c6a8e7-636c-4228-8c40-646c24e4950a,2024-09-09 02:57:02,15d589e0-cdfa-4311-9ecc-2eebe5ffa2a9,/blog/mountaineering-tips,59.5,Desktop,Organic,False
6da19a45-dedc-4dc6-bff6-931ddcd4865b,2024-09-09 01:51:48,cc71476b-2390-4807-9f41-ed9561c54d60,/expeditions,52.54,Tablet,Paid,False
57471ff0-f8fd-4b60-8e2e-a99136569561,2024-09-09 23:22:29,ae4705f3-2e12-40f9-86ac-01d3de20ee6b,/gear/rentals,56.91,Mobile,Paid,True
1bcc7e22-2492-486e-8172-c453e2152d01,2024-09-09 18:16:54,f62f70b0-b77d-482d-9dc1-ce489279f64a,/expeditions,44.2,Desktop,Social,False
1bfaa779-6fde-4b17-8f24-59bc5405a79d,2024-09-09 00:18:46,888b8d3d-6b0a-4ab8-93e9-115bfee410ad,/gear/purchase,12.86,Mobile,Paid,True
a8ed645a-9a81-4e74-a120-dd6de922231a,2024-09-09 00:05:37,55536444-ddcf-4a8e-a61f-d3bbbcfc2aa1,/gear,38.11,Tablet,Direct,False
b6259faf-25e0-4d7d-a4a4-0f215aa5837b,2024-09-09 07:19:19,38b4d81d-f645-4ec6-a395-a3262605a833,/contact,2.32,Mobile,Paid,True
b8326859-955d-4f91-80bf-ad20b03b3ce5,2024-09-09 15:42:46,dd157743-3c58-4c9f-a925-bb658e7d18cc,/home,27.83,Mobile,Paid,True
045bab61-bb97-4c49-a944-0775354681bf,2024-09-09 20:39:30,f21fe00a-706f-4e70-bd5a-492cd36dae81,/signup,37.15,Desktop,Paid,True
bdc09638-2f6a-4556-9c37-58bb04088479,2024-09-09 02:31:01,53a33d67-dc71-4483-9559-75c692d11dad,/faq,49.38,Mobile,Paid,False
0145baa7-1c72-46b1-ad72-5b9d46753b2d,2024-09-09 18:09:50,af62da87-b8dd-4046-8bd8-3bb40dc1e1af,/about-us,26.89,Tablet,Direct,False
69e181a3-09fa-42a6-81c1-b6ddbf202a9d,2024-09-09 15:34:30,e707d023-caad-476b-b2e7-2b342f9e2cd1,/faq,48.68,Tablet,Paid,True
a08d0532-fbdd-45c6-9c2b-342c8a94c28b,2024-09-09 21:21:44,6e4f5ac7-8b3f-46d4-abdb-84523d89fa9c,/faq,42.87,Tablet,Organic,True
b2023500-7849-4780-9ebb-d99daaa3e9c0,2024-09-09 06:20:39,3708bffd-c681-42e3-a14c-db16dd91176a,/faq,20.28,Tablet,Paid,False
0b72159d-0914-49cb-ba5b-39c3c4a490f5,2024-09-09 06:56:58,3e72446a-0ee6-4c9d-8cb9-73d2031e780f,/blog,44.4,Desktop,Paid,True
8009b8af-645c-4331-9317-8f365524dae1,2024-09-09 09:14:40,be06c6c7-2204-4cae-ba35-b1137fc0f38d,/gear/purchase,13.34,Desktop,Direct,False
216eb666-b6f4-45d1-9a71-0ea471b37949,2024-09-09 23:51:45,6b608305-5eca-4cb1-b51f-79520309e1ff,/blog/expedition-stories,24.57,Mobile,Social,True
f7df5136-6638-4fc0-93f7-4b27ca630800,2024-09-09 05:55:27,dbff509f-9a69-4e66-87d9-a711f9aed532,/contact,16.35,Tablet,Paid,False
32c6607c-bcd5-4943-80c0-965fb0d46caa,2024-09-09 04:55:54,a9c9ccc1-33a3-495f-ad0b-0d489199c913,/gear/rentals,5.83,Mobile,Social,True
4326dad9-0d06-4b8e-90be-d322c0154b76,2024-09-09 08:00:56,379a971e-286d-4344-a872-aec2739569ef,/about-us,57.46,Desktop,Direct,False
bfded819-8294-48c9-a022-e620344553dc,2024-09-09 18:14:34,589d6510-da0b-4e04-b732-4c2ea658ccb2,/expeditions/routes,50.55,Desktop,Paid,False
86f7b422-b36d-4e7a-84bc-67af224ba343,2024-09-09 14:14:42,e0ba65de-bd2b-4864-b2d0-c144876ce536,/expeditions/routes,46.49,Tablet,Organic,False
c87ed7b9-6395-4aa8-9b90-729e79142a7b,2024-09-09 11:00:34,f69b7436-326a-4a2f-bde7-4df2a973bdd8,/faq,43.91,Tablet,Organic,True
1e04edbf-ed90-451c-a4d5-4c83efc61436,2024-09-09 23:37:25,a66927b0-8d38-4d71-b987-12cf7a8df513,/expeditions/routes,17.29,Tablet,Social,True
87264762-5066-4070-91fe-91e7b42bfa11,2024-09-09 01:04:04,2dce28d3-1eaa-4e8a-beac-af661330967c,/expeditions/routes,43.06,Tablet,Paid,True
5da0a51f-027a-415b-9b17-37aaf99b9955,2024-09-09 12:47:46,8973ce6b-f6b8-4efd-994c-92f3c1bba38c,/expeditions/rock-climbing,51.05,Tablet,Social,False
9de17d32-a5d3-4ee5-8fae-bd62361fa9fe,2024-09-09 22:30:51,24d4e03a-5d70-4d3a-a402-a23df1802b17,/expeditions/routes,7.04,Tablet,Direct,False
744042df-bccb-4562-8b0e-7f8cdc50ce82,2024-09-09 12:56:24,ebd7f12a-25e5-47b0-82c9-cb6fb49b2118,/contact,53.54,Desktop,Social,True
99b60bfc-f08d-49c5-a61d-44e10240cb7a,2024-09-09 06:04:51,fbd4f649-270b-43e7-b538-07e2a3e091b3,/blog/expedition-stories,26.11,Tablet,Paid,False
8656baf8-4541-41aa-a0e3-94ece98ea2ea,2024-09-09 03:35:25,10608a15-c74a-4794-b414-bd27c0efe963,/gear/rentals,3.54,Tablet,Direct,True
45f25a08-78a5-4faa-a0a2-49453e62dca7,2024-09-09 10:20:38,36dfa0ff-0500-45ad-9782-36c5986aa561,/expeditions,27.43,Tablet,Social,False
fb542bf3-7b4b-402c-91ba-868be4987399,2024-09-09 11:08:20,1b1666e3-8c64-4493-8d65-bc1dade0f1c7,/gear/rentals,8.64,Mobile,Social,True
739427be-c74d-4e66-9fa8-e0a66809230d,2024-09-09 14:59:36,24564260-c702-4c67-b145-dc56f44a5110,/expeditions/mountaineering,34.39,Tablet,Social,False
674585db-b848-4013-a68a-7156e9a9fb0e,2024-09-09 18:06:34,fd6ecb21-9ce2-4c3d-9a55-2ccc4355573f,/blog/expedition-stories,53.87,Desktop,Organic,False
e9a3069f-5b90-4e86-a022-528a0b485546,2024-09-09 16:19:23,2be9072a-99d3-4949-98ed-437d7810d3d3,/expeditions/rock-climbing,8.21,Mobile,Paid,False
4a137ba9-cd62-4368-b231-a1d7fde7fd23,2024-09-09 05:15:13,3c2a25e1-bcd0-4277-9bd6-f3d0f61934a9,/about-us,30.0,Desktop,Paid,True
5a13614a-a2ae-43d0-b984-de084ce2503d,2024-09-09 19:31:14,287fe103-6ad3-40d0-b220-faa35a92a998,/blog/mountaineering-tips,53.67,Mobile,Social,False
8bb69694-b16f-4042-8bae-7a05d97535be,2024-09-09 14:01:06,f6481e01-a750-4f4f-b52b-810d81429efd,/expeditions/routes,5.79,Desktop,Organic,True
138d6546-7e90-414b-aad7-97421023a5a3,2024-09-09 05:45:33,fc784825-aa0f-4697-a86c-80f1966fd29a,/blog/mountaineering-tips,52.61,Desktop,Organic,False
ab67cdc6-ff7b-4964-afb1-49bba06d4c10,2024-09-09 22:13:48,b48d40a9-562e-4904-a0a0-c18543759c1f,/expeditions/routes,35.14,Desktop,Paid,True
a3ead717-36de-4c72-8b30-a1bd3d660512,2024-09-09 08:05:16,ad18c0e9-136d-43bf-aefc-6eb63541440a,/expeditions/routes,15.1,Mobile,Paid,True
944b8aeb-2bd8-4f3a-804e-4007bccdacc3,2024-09-09 07:00:25,4ae4d68d-bf2b-4d11-9fef-8460aa50ef34,/home,13.52,Mobile,Direct,True
