rental_id,customer_id,gear_type,gear_id,daily_fee,rental_date,rental_duration,return_date,condition_before,condition_after,rental_fee
f644996b-2756-4078-850c-a714be06c41f,96e672d8-9e99-41d2-9324-d4a7e681eb8c,Otto's Cozy Tent,SKU-001,15.0,2024-09-09 11:36:14,1,2024-09-10 11:36:14,Worn,Good,15.0
4a13446c-2af5-48b7-a2a2-fd170c0f1e87,a4af9e07-2981-43e9-bf95-a86ab5639f9e,Goat's Secure Harness,SKU-006,9.0,2024-09-09 11:36:14,6,2024-09-15 11:36:14,New,Fair,54.0
150f90c5-1364-4511-9d77-8a0420392f49,fbef4082-d640-4cdf-bfe7-85c0e472b870,Otto's Cozy Tent,SKU-001,15.0,2024-09-09 11:36:14,11,2024-09-20 11:36:14,New,Good,165.0
90657c40-68ea-4f42-a582-bb37bccf554c,c0ef34f9-c7d4-46d6-a1dc-041ed5b07ecb,Otto's Climbing Crampons,SKU-007,11.0,2024-09-09 11:36:14,13,2024-09-22 11:36:14,New,Fair,143.0
01152549-75fe-4ffe-a5eb-5bbbe89be814,99ac6c55-9499-4844-80a2-c7faa9c42a7e,Otto's Adventure Rope,SKU-005,8.0,2024-09-09 11:36:14,3,2024-09-12 11:36:14,Good,New,24.0
b0e52f56-fcf6-4ee6-ad1e-2b5ffd6b87d3,5c402480-e915-40b1-9218-c99ba18168e7,Otto's Safety Helmet,SKU-003,5.0,2024-09-09 11:36:14,4,2024-09-13 11:36:14,Good,Good,20.0
0dc3376c-16c5-410b-bac2-05821f5b8b7a,feed3231-6b76-45c9-8779-eddff36f28ac,Goat's Warm Sleeping Bag,SKU-004,12.0,2024-09-09 11:36:14,7,2024-09-16 11:36:14,Worn,Good,84.0
d34aff32-81a1-4e6b-b964-d8bb736a947d,685a8b99-037d-4e80-858c-eb5809dbd063,Otto's Climbing Crampons,SKU-007,11.0,2024-09-09 11:36:14,14,2024-09-23 11:36:14,Good,New,154.0
f570e3a7-53e0-4d95-b049-d2d6373b0e1c,bf588f21-d0ef-4f9c-b26a-483976ac8881,Goat's Warm Sleeping Bag,SKU-004,12.0,2024-09-09 11:36:14,5,2024-09-14 11:36:14,Worn,Worn,60.0
86267c0c-aa8d-4b5c-8926-47219b8dd5bf,486f33a2-5c31-47e1-8fec-c9cfd2849a28,Goat's Secure Harness,SKU-006,9.0,2024-09-09 11:36:14,11,2024-09-20 11:36:14,Worn,Good,99.0
1de5098a-4b1f-45a7-9b43-b4f465f21306,38ec79b8-a0c9-46a7-ba04-490a95918a8a,Otto's Adventure Rope,SKU-005,8.0,2024-09-09 11:36:14,4,2024-09-13 11:36:14,Worn,Fair,32.0
b37dda13-223f-46d4-a7a0-79c23c5a3294,0bd4b32f-6ffa-438d-a30b-d2fb0d55cf83,Otto's Cozy Tent,SKU-001,15.0,2024-09-09 11:36:14,4,2024-09-13 11:36:14,Good,Good,60.0
1c7815de-a6f1-4204-ba42-b42c4e2965fb,ddbfbbf6-c48b-4c9f-9240-0fb60986886f,Otto's Safety Helmet,SKU-003,5.0,2024-09-09 11:36:14,13,2024-09-22 11:36:14,New,Good,65.0
d39af2c6-7955-40fa-b71a-6bf4c59ac669,5639542a-d72a-4702-aab2-a67deb96a867,Otto's Climbing Crampons,SKU-007,11.0,2024-09-09 11:36:14,4,2024-09-13 11:36:14,Good,Good,44.0
c0dc5e53-9fe7-4189-bd43-84d9f1678b2f,811d55e5-c797-4006-ac5e-b9fc09af6ee4,Goat's Warm Sleeping Bag,SKU-004,12.0,2024-09-09 11:36:14,10,2024-09-19 11:36:14,Worn,Worn,120.0
c07e5248-0aef-4472-83df-d460e3d40617,b40e7fd1-437a-474a-9bdd-5436289f52c1,Otto's Cozy Tent,SKU-001,15.0,2024-09-09 11:36:14,8,2024-09-17 11:36:14,Worn,Fair,120.0
608ef83a-c10a-43e9-9811-125a540f6125,d67dbbc6-5bb7-47b6-82f9-b155aa90656b,Goat's Secure Harness,SKU-006,9.0,2024-09-09 11:36:14,12,2024-09-21 11:36:14,Fair,Worn,108.0
681dbb33-d7c8-4952-9091-b337ed57cde2,640a2f4e-05ee-4fb3-b9e1-7fdb6b486471,Otto's Safety Helmet,SKU-003,5.0,2024-09-09 11:36:14,12,2024-09-21 11:36:14,Fair,Worn,60.0
781d8e94-ef6a-4b02-bc95-4a2b45c7252d,5dcb6e85-edd5-4916-b62f-9beef684f8af,Otto's Cozy Tent,SKU-001,15.0,2024-09-09 11:36:14,1,2024-09-10 11:36:14,Good,Worn,15.0
06a44dde-6ac4-4832-b139-426caf1180ab,147d07c4-714d-4560-88fd-27e834159882,Otto's Safety Helmet,SKU-003,5.0,2024-09-09 11:36:14,13,2024-09-22 11:36:14,New,Good,65.0
01188a30-35bc-4308-bede-9d3b7f50d240,bb8b33b1-57c2-4fe2-9333-e438eed30e36,Goat's Secure Harness,SKU-006,9.0,2024-09-09 11:36:14,12,2024-09-21 11:36:14,Good,Fair,108.0
40606f40-7aa5-4f29-866e-9e9cf650e927,6b614f43-ef0f-499f-a497-0355cf6cb059,Goat's Secure Harness,SKU-006,9.0,2024-09-09 11:36:14,13,2024-09-22 11:36:14,Fair,Fair,117.0
c7b4cff5-8f44-4fdd-a841-fabfeafa0a15,708b6898-2a33-4586-b379-9da763690a66,Otto's Cozy Tent,SKU-001,15.0,2024-09-09 11:36:14,13,2024-09-22 11:36:14,Fair,Worn,195.0
aa2906c8-7b23-4879-9ba3-105ba25ed8f7,43231a0d-20d2-4a33-bde3-d21fe03d4759,Mountain Goat Ice Axe,SKU-002,10.0,2024-09-09 11:36:14,9,2024-09-18 11:36:14,Fair,Good,90.0
2b5536b5-4501-4dc8-943d-a0136ca18f0b,47463a1a-e185-41aa-affd-8e6266583c50,Otto's Cozy Tent,SKU-001,15.0,2024-09-09 11:36:14,13,2024-09-22 11:36:14,Worn,Fair,195.0
1c36c8d9-dba7-4466-a956-7b76a2b3a9ed,d10b8127-de27-444f-94bf-980078f9f0bd,Goat's Warm Sleeping Bag,SKU-004,12.0,2024-09-09 11:36:14,14,2024-09-23 11:36:14,Worn,Fair,168.0
5f1e7f50-d9e6-4178-b619-01aef26c9dad,7c712f60-dd73-4749-abc1-cb313df487d0,Mountain Goat Ice Axe,SKU-002,10.0,2024-09-09 11:36:14,11,2024-09-20 11:36:14,Fair,Fair,110.0
87dc42eb-46d4-416a-921b-3c81cc315a7d,937cb858-0c65-45bb-8c63-d9f458c13d7e,Otto's Safety Helmet,SKU-003,5.0,2024-09-09 11:36:14,9,2024-09-18 11:36:14,Good,New,45.0
0d4b3981-b43a-4095-9d5d-9c20df3214b2,a4370d2d-ab15-4894-931b-22f46e0f5eac,Goat's Secure Harness,SKU-006,9.0,2024-09-09 11:36:14,2,2024-09-11 11:36:14,Good,New,18.0
3b4d3e03-70f5-4df5-ac4f-9e16c894149f,f0aeb649-cf09-4dd2-8e4d-24b22a9c6c77,Otto's Safety Helmet,SKU-003,5.0,2024-09-09 11:36:14,3,2024-09-12 11:36:14,Good,Worn,15.0
7d1de707-a74a-42c2-8f18-a3f46682f789,c49fe5bf-b31f-4344-9f7c-77a5b4b9ba97,Otto's Climbing Crampons,SKU-007,11.0,2024-09-09 11:36:14,5,2024-09-14 11:36:14,Good,Worn,55.0
5116ce9d-1dc3-4c5e-963a-90ad0da05e86,a8e192e6-1b4f-41fa-b0b9-2910bc1da739,Otto's Adventure Rope,SKU-005,8.0,2024-09-09 11:36:14,10,2024-09-19 11:36:14,Good,Fair,80.0
e434e3bf-9e6b-4eb2-93ed-1c88bf775eee,9b405cb8-d67e-4e21-9f12-92c73a80beaa,Mountain Goat Ice Axe,SKU-002,10.0,2024-09-09 11:36:14,8,2024-09-17 11:36:14,Worn,Good,80.0
49a91bce-4bf6-43c1-b86a-35cccde6283f,0547bee5-671a-479d-b8c2-b2e8f1ca0b6b,Goat's Secure Harness,SKU-006,9.0,2024-09-09 11:36:14,6,2024-09-15 11:36:14,New,Fair,54.0
9d1a0d9a-932d-4151-ae96-10cbe6f6af3c,76daa741-3b72-45f8-9f80-d2ffc6d7b455,Mountain Goat Ice Axe,SKU-002,10.0,2024-09-09 11:36:14,1,2024-09-10 11:36:14,Fair,Good,10.0
c2ec6c85-4b6e-43aa-bd06-811bbd3de761,c7a28c65-549f-46a0-a913-ceba5af4e90e,Otto's Climbing Crampons,SKU-007,11.0,2024-09-09 11:36:14,4,2024-09-13 11:36:14,Fair,Good,44.0
5e5a6cdd-6e7e-482f-a988-83dd9a54783a,a2f18ae1-7412-4e2e-95bf-3ce482ad6983,Mountain Goat Ice Axe,SKU-002,10.0,2024-09-09 11:36:14,10,2024-09-19 11:36:14,Worn,Fair,100.0
4ef47259-7164-4715-bde3-4bab14dab2f1,d97fd53e-6924-4d72-bf48-f31a95e04005,Goat's Warm Sleeping Bag,SKU-004,12.0,2024-09-09 11:36:14,14,2024-09-23 11:36:14,New,New,168.0
f67cb225-6607-48d5-b648-5a200e9c35d4,b004e43f-14ee-4471-a904-9ae28edfc0f3,Goat's Warm Sleeping Bag,SKU-004,12.0,2024-09-09 11:36:14,13,2024-09-22 11:36:14,Fair,Worn,156.0
1a43e8f6-5c4c-42ae-9cdc-a32f06a58e01,34b6b27a-cba4-4935-9880-44b9b3837b19,Goat's Warm Sleeping Bag,SKU-004,12.0,2024-09-09 11:36:14,7,2024-09-16 11:36:14,Fair,New,84.0
f187d312-f5f7-4544-9be4-665af8a014c0,58cf88fe-a218-488c-a477-f7caf460fc5f,Otto's Cozy Tent,SKU-001,15.0,2024-09-09 11:36:14,12,2024-09-21 11:36:14,New,Fair,180.0
2ea165b5-132e-4bce-9e51-779f37e16b05,bec33771-c346-4bfe-b784-9695e89a4605,Otto's Adventure Rope,SKU-005,8.0,2024-09-09 11:36:14,6,2024-09-15 11:36:14,Fair,New,48.0
a00b8db8-8efe-4d51-98ab-ccdab215beb4,bab31e78-467d-4ec4-93ab-fafc88b7b88b,Mountain Goat Ice Axe,SKU-002,10.0,2024-09-09 11:36:14,8,2024-09-17 11:36:14,Fair,Fair,80.0
d880fa2a-ad7f-4533-91cd-7654bd9d70eb,d1c4ff93-1845-413a-8ed7-0797beacff1c,Goat's Secure Harness,SKU-006,9.0,2024-09-09 11:36:14,6,2024-09-15 11:36:14,Good,New,54.0
2f163c1a-6a6d-4284-bd29-9acb250c68ab,c1845ae0-f62c-4675-bab7-73203f165928,Mountain Goat Ice Axe,SKU-002,10.0,2024-09-09 11:36:14,8,2024-09-17 11:36:14,New,Fair,80.0
da19a28b-97e8-4221-b17a-f48f4175afe3,84f53e5d-8b88-40f5-bcbe-f3b9cec106c9,Goat's Warm Sleeping Bag,SKU-004,12.0,2024-09-09 11:36:14,14,2024-09-23 11:36:14,Worn,Worn,168.0
a6bc13d9-9975-4dc1-bdb8-9a83077afb85,f446af84-a9a7-4c8d-92df-2042b0c65469,Mountain Goat Ice Axe,SKU-002,10.0,2024-09-09 11:36:14,13,2024-09-22 11:36:14,Fair,Worn,130.0
5c94b54d-db5a-47a9-8878-f148bdc7507e,dc6a9ba9-df21-4519-8ee9-335a3356a4a2,Otto's Adventure Rope,SKU-005,8.0,2024-09-09 11:36:14,6,2024-09-15 11:36:14,New,Worn,48.0
3c46cfbb-e40a-4b6a-a571-85c75d597f97,0f1146b2-9f89-4d1d-aaed-d08e75eda3ec,Otto's Cozy Tent,SKU-001,15.0,2024-09-09 11:36:14,9,2024-09-18 11:36:14,Worn,Good,135.0
4ce413c6-6702-4387-808e-80b79434ce81,d29e11b7-9668-4dd3-b13b-8c4b87ac5bca,Otto's Cozy Tent,SKU-001,15.0,2024-09-09 11:36:14,4,2024-09-13 11:36:14,New,Worn,60.0
a40b888f-6ad5-4cdf-8b95-f2cd0974b314,362b7943-a35c-41ca-9d85-5917f2d156c4,Mountain Goat Ice Axe,SKU-002,10.0,2024-09-09 11:36:14,4,2024-09-13 11:36:14,Worn,Worn,40.0
126e3901-6fa8-40b9-b3d1-bc5270a4bfe0,9e7cb1f1-3e04-4194-9151-a59424790c49,Otto's Climbing Crampons,SKU-007,11.0,2024-09-09 11:36:14,2,2024-09-11 11:36:14,Fair,Good,22.0
4bcd9259-c6d0-409f-876f-f2e652bdf82c,d8114def-ed98-4cb3-8ecb-5204505ac2be,Goat's Warm Sleeping Bag,SKU-004,12.0,2024-09-09 11:36:14,9,2024-09-18 11:36:14,New,New,108.0
8ecfe5be-a869-479f-882b-83d600f703d5,d3a1b387-3758-460e-af64-0accd450cec8,Otto's Cozy Tent,SKU-001,15.0,2024-09-09 11:36:14,3,2024-09-12 11:36:14,Good,New,45.0
89203e9b-b35a-49f2-8c4f-ed677f053cfc,050a08f0-226b-4388-8f5c-998c2cae989b,Goat's Warm Sleeping Bag,SKU-004,12.0,2024-09-09 11:36:14,9,2024-09-18 11:36:14,Good,Worn,108.0
