feedback_id,customer_id,expedition_id,rating,comments,recommendation
32855c63-9ab3-4742-9e10-2b7df2b342fd,786fefac-3e6e-4716-90e0-f0c8472cdd71,586f9e72-1fde-4160-9e85-e24a8a47d426,4,"Exceeded my expectations, the guide was fantastic!",True
d33cddfc-de86-4a61-bde9-1bc5315ac438,821f2aec-5aec-41cb-a2eb-218c99a1a832,586f9e72-1fde-4160-9e85-e24a8a47d426,4,The instructor was knowledgeable and made the trip unforgettable!,True
e4f460d9-b942-494b-b888-28bb6577f645,fcc9d27f-b541-4ab0-8b96-21596e86b86e,586f9e72-1fde-4160-9e85-e24a8a47d426,2,The expedition was poorly organized and disappointing.,False
bda3a142-1e90-438d-bacd-0c6e339c1c21,1a7fdf59-0bb7-47fb-a219-658f9d130c8b,586f9e72-1fde-4160-9e85-e24a8a47d426,5,,True
4ba4f63f-4f56-4b2d-8e42-4f9dd5410df6,54650536-ff56-4863-a752-4d2b55a14f9f,586f9e72-1fde-4160-9e85-e24a8a47d426,2,,False
6f258431-9380-4255-b892-9dac788770c2,4d6e2480-3140-41b7-96bc-5df3373dcb24,586f9e72-1fde-4160-9e85-e24a8a47d426,5,The expedition was well-organized and thrilling!,True
0a430ca6-f852-42e8-a2fe-e203e694517d,9f2043e6-effe-47f6-98e9-94a96d1b28aa,ab2eed68-fa59-466a-9fdf-2fa3582f6c60,5,The instructor was knowledgeable and made the trip unforgettable!,True
7490f1bf-ca94-446c-833e-3841ffc1f06d,c58c5784-0c47-44c8-81c6-873898d0d2e6,ab2eed68-fa59-466a-9fdf-2fa3582f6c60,1,,False
da7b7149-0f6a-447e-84e3-882b84375081,8e4d4262-3a64-4aeb-b7a4-32fff2b64041,ab2eed68-fa59-466a-9fdf-2fa3582f6c60,2,"Would not recommend, the company failed to meet expectations.",False
214ab1cd-c477-4fed-acac-77f4b862efac,6e4f5ac7-8b3f-46d4-abdb-84523d89fa9c,ab2eed68-fa59-466a-9fdf-2fa3582f6c60,5,Amazing experience with breathtaking views!,True
f59bf274-df66-4569-a736-2bef6ecf7c60,30dfa045-0b2e-4fbc-90c9-dabf9d192ab6,ab2eed68-fa59-466a-9fdf-2fa3582f6c60,5,,True
161b600f-3100-43c9-9ab4-8e49d4f4d57e,0e1c5fef-ab56-4dbd-8ebf-24fe9babe8be,ab2eed68-fa59-466a-9fdf-2fa3582f6c60,1,"The instructor was unhelpful, and the trip was not enjoyable.",False
d4869e4c-84a6-49d7-bccd-f6009a1d7091,f01241c0-7a52-451a-85fc-0efe13ccbc2c,ab2eed68-fa59-466a-9fdf-2fa3582f6c60,1,"The instructor was unhelpful, and the trip was not enjoyable.",False
771c546e-c2b0-417b-9993-c155185d42ae,79b3a218-e6d1-40b8-96cc-4a1feeb37189,ab2eed68-fa59-466a-9fdf-2fa3582f6c60,3,,False
952824e3-70fc-4988-91f0-27410e16deef,87d4529c-e6fa-42fb-9908-f10511f0f4e4,ab2eed68-fa59-466a-9fdf-2fa3582f6c60,1,"Not satisfied with the expedition, the guide seemed inexperienced.",False
e192046b-5dd0-4877-b4ff-f1d2b424a002,02566042-60db-4f27-a078-8a3f969d0005,ab2eed68-fa59-466a-9fdf-2fa3582f6c60,1,,False
42fb7e42-d255-403d-8816-11c01e54f5fe,f3088589-8eb6-4c8e-802a-87b0d6c2f166,e2300f24-a25d-4e8d-9c82-d83e2095de9a,1,"The instructor was unhelpful, and the trip was not enjoyable.",False
5b1df7ec-58f1-4bf2-a084-dc821a6608a3,12dee830-7bbb-4249-ad5a-ec75b5c7d224,e2300f24-a25d-4e8d-9c82-d83e2095de9a,4,The expedition was well-organized and thrilling!,True
3cb270ea-18b8-4276-82bf-4b4cc12576c3,5401ae74-589b-4688-bb87-4327826049a2,e2300f24-a25d-4e8d-9c82-d83e2095de9a,3,"Enjoyed the trip, but expected more from the company.",False
5fb5589b-0b70-497c-a838-e5e823758086,2b056e6d-b32f-484f-916f-1c18b57d7b7a,e2300f24-a25d-4e8d-9c82-d83e2095de9a,4,The expedition was well-organized and thrilling!,True
bc46b13c-cc1a-41d6-9812-68d71edab31c,d45b4db0-29aa-40c7-96ea-29ee8404b132,e2300f24-a25d-4e8d-9c82-d83e2095de9a,3,"Decent experience, but the weather could have been better.",False
f98d127b-6c39-4eb8-b2a6-0e7fa592a489,0dcc8661-5341-4527-b64b-5a80c2d9a075,e2300f24-a25d-4e8d-9c82-d83e2095de9a,2,"Not satisfied with the expedition, the guide seemed inexperienced.",False
734a217d-680b-498d-a06a-8ccaf1a0472d,fb6c8af7-06e7-4251-a374-747c4f6b9254,e2300f24-a25d-4e8d-9c82-d83e2095de9a,5,,True
011e6196-21a8-41ab-80c0-20e44e1006bb,67b47bfd-2cd2-42cc-95fc-0a829563c87d,e2300f24-a25d-4e8d-9c82-d83e2095de9a,5,"Exceeded my expectations, the guide was fantastic!",True
398ee99d-51db-4683-8e15-27f431f6ad1a,32afadcf-d6f8-4e0a-b93a-381dc3b9cb94,e2300f24-a25d-4e8d-9c82-d83e2095de9a,5,The expedition was well-organized and thrilling!,True
5089cf84-40df-4825-8af6-2e60bf66b24a,45079a59-d4e5-48f0-a05b-b47095fabb43,58654774-a589-4677-a4af-a39d4bb8c024,4,The instructor was knowledgeable and made the trip unforgettable!,True
a77033f1-bf89-453e-93df-2acc2c326f0f,5982846c-d970-469b-9de8-0588cd53c62e,58654774-a589-4677-a4af-a39d4bb8c024,5,The instructor was knowledgeable and made the trip unforgettable!,True
42c3b4c3-1af6-46a7-96c9-e2db74e937e2,8c6f25ea-b9f8-4b6a-aac2-3f2ef7dd7fcb,58654774-a589-4677-a4af-a39d4bb8c024,5,Amazing experience with breathtaking views!,True
bd1423c6-9b3c-4cf4-8db6-420146f87284,588022b2-c897-46c2-b87d-af27c6455478,58654774-a589-4677-a4af-a39d4bb8c024,4,The expedition was well-organized and thrilling!,True
29db1966-c57a-4bc9-9951-277fd23c165a,8239837a-9eab-4175-8e90-92d5b5cc3a0e,58654774-a589-4677-a4af-a39d4bb8c024,2,,False
0e755f3a-2778-429d-b073-fb3a3d81d9f9,e8172673-4e61-4f4a-a485-bbaa03971c21,58654774-a589-4677-a4af-a39d4bb8c024,2,"Would not recommend, the company failed to meet expectations.",False
64a88c21-8e9f-4aa4-884c-e417c18500ca,0ac329a4-9be5-4eb1-bb69-4ee31c9b075b,58654774-a589-4677-a4af-a39d4bb8c024,1,,False
dce2918a-fa39-49cc-9148-c48afdaab764,b7f2a8ea-80a5-4e3a-a7cc-2f4fba80f8ca,58654774-a589-4677-a4af-a39d4bb8c024,1,"Not satisfied with the expedition, the guide seemed inexperienced.",False
02100ee6-fa77-4297-b3be-a652b7f7dede,4e0d7167-bb35-4539-8b78-dccf29f2b23e,58654774-a589-4677-a4af-a39d4bb8c024,3,,False
cd82b9f9-8960-41ef-996a-de6e41c30f48,e07fa215-dc17-4f24-94af-94ec5d2b9429,58654774-a589-4677-a4af-a39d4bb8c024,2,"The instructor was unhelpful, and the trip was not enjoyable.",False
e9daeaac-d7e7-42c8-af17-cd8bb3ba1c08,a25a6699-629a-4e9d-8d16-94fbc89b07df,58654774-a589-4677-a4af-a39d4bb8c024,1,"The instructor was unhelpful, and the trip was not enjoyable.",False
108c5d53-467c-47e3-a5bb-ddf8cdd6045c,3708bffd-c681-42e3-a14c-db16dd91176a,58654774-a589-4677-a4af-a39d4bb8c024,3,,False
2596641e-db0f-4c99-8a76-db5ddfae23c5,2ec7b6b6-ac79-441e-8195-40b5b4ac20f2,58654774-a589-4677-a4af-a39d4bb8c024,4,The instructor was knowledgeable and made the trip unforgettable!,True
6432445f-d068-448f-a366-e0445fd3a0ce,96e672d8-9e99-41d2-9324-d4a7e681eb8c,58654774-a589-4677-a4af-a39d4bb8c024,4,Amazing experience with breathtaking views!,True
f552a9f7-e6ae-49ca-9ac9-a1988f5544c6,a4af9e07-2981-43e9-bf95-a86ab5639f9e,58654774-a589-4677-a4af-a39d4bb8c024,5,The instructor was knowledgeable and made the trip unforgettable!,True
68f2e6a2-cfbd-4f7b-bde7-96a1eacfc4c0,3ca9de23-74c8-46fb-b1c4-3f6409729c1e,58654774-a589-4677-a4af-a39d4bb8c024,1,,False
30473d00-075c-41b4-bd0b-84453fdbf437,afb746e9-2ec3-421a-88a2-2908ae362e76,58654774-a589-4677-a4af-a39d4bb8c024,5,The expedition was well-organized and thrilling!,True
a2881185-80f1-40f3-b747-506660fce9a7,6aad0017-1f89-4321-8bf6-86cc0fb2060a,58654774-a589-4677-a4af-a39d4bb8c024,1,"Not satisfied with the expedition, the guide seemed inexperienced.",False
0259ec7f-3d36-4d6f-a07d-73ed9487271b,fbef4082-d640-4cdf-bfe7-85c0e472b870,58654774-a589-4677-a4af-a39d4bb8c024,2,The expedition was poorly organized and disappointing.,False
b7fd3dcc-3d41-4da6-b5f7-b3aba823ed64,c0ef34f9-c7d4-46d6-a1dc-041ed5b07ecb,58654774-a589-4677-a4af-a39d4bb8c024,1,The expedition was poorly organized and disappointing.,False
e80c9f6d-3857-4e04-902b-722520795365,f4c1ea20-7ed0-47d3-9c00-035c9852da77,58654774-a589-4677-a4af-a39d4bb8c024,1,The expedition was poorly organized and disappointing.,False
a43c907e-f4a4-421e-a094-d90b94f72a20,5575582a-9de9-4a50-9b47-25724eeeb6b7,58654774-a589-4677-a4af-a39d4bb8c024,2,,False
8803cdb8-eb2e-4e93-937f-24b8d658b58f,99ac6c55-9499-4844-80a2-c7faa9c42a7e,58654774-a589-4677-a4af-a39d4bb8c024,2,,False
8befdc6a-dc34-43ce-90f2-4e80dff84ecb,5c402480-e915-40b1-9218-c99ba18168e7,58654774-a589-4677-a4af-a39d4bb8c024,3,,False
22db88a3-499c-4bda-a813-3e53b4849f88,feed3231-6b76-45c9-8779-eddff36f28ac,58654774-a589-4677-a4af-a39d4bb8c024,5,,True
a3e62f4d-40a6-4514-a2ac-59acce67f522,685a8b99-037d-4e80-858c-eb5809dbd063,58654774-a589-4677-a4af-a39d4bb8c024,4,,True
6a9852bd-3d9a-4fef-b624-667840c45c1e,bf588f21-d0ef-4f9c-b26a-483976ac8881,58654774-a589-4677-a4af-a39d4bb8c024,5,The expedition was well-organized and thrilling!,True
9532b434-b4b8-4fd5-a3ae-0d0e03e69f83,486f33a2-5c31-47e1-8fec-c9cfd2849a28,58654774-a589-4677-a4af-a39d4bb8c024,2,,False
ff2672d9-ab97-4241-9053-5751c2c63951,2e47faaf-b0f4-4589-a77f-af75634ca170,58654774-a589-4677-a4af-a39d4bb8c024,1,,False
b859ed83-5f82-4a46-8505-90b927b38310,38ec79b8-a0c9-46a7-ba04-490a95918a8a,58654774-a589-4677-a4af-a39d4bb8c024,1,,False
199299a3-f40c-4c86-90d2-7ac976827146,0bd4b32f-6ffa-438d-a30b-d2fb0d55cf83,58654774-a589-4677-a4af-a39d4bb8c024,5,The expedition was well-organized and thrilling!,True
78a2ddd3-4f63-4fe9-a9fb-8e17502c7809,ddbfbbf6-c48b-4c9f-9240-0fb60986886f,58654774-a589-4677-a4af-a39d4bb8c024,5,The expedition was well-organized and thrilling!,True
9a558a39-94e4-43d9-9dc3-4e513f8428c7,5639542a-d72a-4702-aab2-a67deb96a867,58654774-a589-4677-a4af-a39d4bb8c024,3,"Enjoyed the trip, but expected more from the company.",False
56d02ce3-a252-44c0-88ac-af61628ded8e,811d55e5-c797-4006-ac5e-b9fc09af6ee4,58654774-a589-4677-a4af-a39d4bb8c024,5,The instructor was knowledgeable and made the trip unforgettable!,True
66a323ae-2e8a-4573-9c9f-b34f4195f275,b40e7fd1-437a-474a-9bdd-5436289f52c1,58654774-a589-4677-a4af-a39d4bb8c024,3,,False
f5d19d2b-d525-48b7-8b34-a763c135f4ab,d67dbbc6-5bb7-47b6-82f9-b155aa90656b,58654774-a589-4677-a4af-a39d4bb8c024,4,"Loved every moment, the company provided excellent service!",True
f0a6250e-4566-4327-982d-628142bd5d50,3cfbf61c-fc3d-442f-9e6a-5c953f85bdb0,58654774-a589-4677-a4af-a39d4bb8c024,3,"The views were nice, but the logistics could improve.",False
4ffd5486-b0c5-4fed-88bf-154d07b2a16e,8100fa9b-1596-4f47-b7ed-c389bdd2e9af,58654774-a589-4677-a4af-a39d4bb8c024,5,The instructor was knowledgeable and made the trip unforgettable!,True
cff944d3-da47-4a31-9b9f-d98ff2d0716f,640a2f4e-05ee-4fb3-b9e1-7fdb6b486471,58654774-a589-4677-a4af-a39d4bb8c024,5,,True
86e19ae3-7c1e-41c6-8739-0713935a7036,5dcb6e85-edd5-4916-b62f-9beef684f8af,58654774-a589-4677-a4af-a39d4bb8c024,2,"The route was unsafe, and the company did not address concerns.",False
2e7d6cf3-288e-4c33-93ff-d33bf6a07914,147d07c4-714d-4560-88fd-27e834159882,58654774-a589-4677-a4af-a39d4bb8c024,3,"Enjoyed the trip, but expected more from the company.",False
46f6fd2e-7498-46f1-bb74-35aba7da81dd,bb8b33b1-57c2-4fe2-9333-e438eed30e36,58654774-a589-4677-a4af-a39d4bb8c024,3,,False
cd421470-b7d3-4970-a1d8-549a87d621d6,31b4427c-510f-49a6-a0c6-b9d94af0a438,58654774-a589-4677-a4af-a39d4bb8c024,5,The expedition was well-organized and thrilling!,True
4a44b89b-7a2a-49be-bac8-a21ffcd614ea,6b614f43-ef0f-499f-a497-0355cf6cb059,58654774-a589-4677-a4af-a39d4bb8c024,1,"Would not recommend, the company failed to meet expectations.",False
24a2d959-a04b-4a1b-9365-cea8e8fa5bb8,708b6898-2a33-4586-b379-9da763690a66,58654774-a589-4677-a4af-a39d4bb8c024,3,"It was okay, the route was a bit challenging.",False
4e736bf5-403c-4ee2-ba25-b8becdd0de47,239d2cbe-c58e-45f9-a2f9-6c45588c2930,58654774-a589-4677-a4af-a39d4bb8c024,5,"Loved every moment, the company provided excellent service!",True
33f52a2e-09de-4ea2-a43f-6ef00ab3251f,0139704b-1052-42fc-9bfc-e41148509361,58654774-a589-4677-a4af-a39d4bb8c024,2,"Would not recommend, the company failed to meet expectations.",False
23d1a1d6-cc28-4463-9e6d-9051c31f9071,43231a0d-20d2-4a33-bde3-d21fe03d4759,58654774-a589-4677-a4af-a39d4bb8c024,2,"Would not recommend, the company failed to meet expectations.",False
78ff2edb-e86a-40ba-b836-1f893cb840d7,47463a1a-e185-41aa-affd-8e6266583c50,1a03bc66-1fa2-449e-a9b1-1be2547154c3,5,The instructor was knowledgeable and made the trip unforgettable!,True
7dfacec1-5097-4b3c-a40a-2dfc241c98a3,d10b8127-de27-444f-94bf-980078f9f0bd,1a03bc66-1fa2-449e-a9b1-1be2547154c3,1,,False
e854c408-86b7-4572-ac1d-5d5a4db2981d,82f4170b-7d81-4534-bae1-bfae25706c0e,1a03bc66-1fa2-449e-a9b1-1be2547154c3,3,,False
8047ae88-06ea-44ca-b3e7-5bf01a9f0e49,eae9cbb3-a62f-4647-8761-e5a336c71063,1a03bc66-1fa2-449e-a9b1-1be2547154c3,4,The expedition was well-organized and thrilling!,True
8a572204-fe89-43a9-ade7-4f327784ac9f,22e6c5f9-f733-49c9-a1f5-02c5a62026c2,1a03bc66-1fa2-449e-a9b1-1be2547154c3,2,,False
8770ceb4-f11e-4dfd-8f63-0f53cd05fdb5,8412271d-cc81-403a-92da-bc5aae4a74c0,1a03bc66-1fa2-449e-a9b1-1be2547154c3,5,,True
4db42464-db37-46a5-908d-a209101dc407,7c712f60-dd73-4749-abc1-cb313df487d0,1a03bc66-1fa2-449e-a9b1-1be2547154c3,4,,True
10b3b8d3-13b2-4291-8fea-09a4507420ae,937cb858-0c65-45bb-8c63-d9f458c13d7e,1a03bc66-1fa2-449e-a9b1-1be2547154c3,4,"Exceeded my expectations, the guide was fantastic!",True
60f8fc49-153d-4bc4-a3f3-75c3b2d46c9b,617ccb89-9088-453d-8737-a3e26ff4534b,1a03bc66-1fa2-449e-a9b1-1be2547154c3,1,,False
a9bd1320-a1d4-4094-9cd6-56408bceec67,a4370d2d-ab15-4894-931b-22f46e0f5eac,1a03bc66-1fa2-449e-a9b1-1be2547154c3,3,"Decent experience, but the weather could have been better.",False
15506844-baa8-4ca9-a83c-e50d9478eb57,dd95eb88-a2a8-43f4-bdfc-cc41611236a0,1a03bc66-1fa2-449e-a9b1-1be2547154c3,4,Amazing experience with breathtaking views!,True
4ae67cdf-8fa4-46ab-9aec-5e7dc0cd450b,f0aeb649-cf09-4dd2-8e4d-24b22a9c6c77,1a03bc66-1fa2-449e-a9b1-1be2547154c3,4,"Exceeded my expectations, the guide was fantastic!",True
ffccba54-d17f-45a1-9b22-f8f52bfce4e4,eac23a68-a9c4-4873-8b61-f3981bbec25e,1a03bc66-1fa2-449e-a9b1-1be2547154c3,5,"Loved every moment, the company provided excellent service!",True
2fd9c6ee-dd7f-47f1-af20-065624ad722e,3ea9470c-9d43-4661-9730-628bdb82b9d5,1a03bc66-1fa2-449e-a9b1-1be2547154c3,5,"Loved every moment, the company provided excellent service!",True
e7c38abc-00e0-415f-9aa6-a0a3070d0394,18139175-15c2-46d2-b69c-1c7517def30e,1a03bc66-1fa2-449e-a9b1-1be2547154c3,4,"Loved every moment, the company provided excellent service!",True
a2306e9b-9628-4951-ae8f-4690655256cc,c49fe5bf-b31f-4344-9f7c-77a5b4b9ba97,1a03bc66-1fa2-449e-a9b1-1be2547154c3,5,The expedition was well-organized and thrilling!,True
c68f4d34-505f-4c97-803c-91c55f1f4663,544474b4-46ed-432b-b848-4cf2bbefd683,1a03bc66-1fa2-449e-a9b1-1be2547154c3,2,,False
87ac5dbf-22d5-41c0-8782-ab42b0148720,9cdd30bd-ebf2-4894-96e3-d1e472e9bcb9,1a03bc66-1fa2-449e-a9b1-1be2547154c3,1,"The instructor was unhelpful, and the trip was not enjoyable.",False
14c9db8f-69a4-4b45-9b7b-2e5f38eb2207,a8e192e6-1b4f-41fa-b0b9-2910bc1da739,1a03bc66-1fa2-449e-a9b1-1be2547154c3,5,,True
86fbf872-0bfc-47e1-a56d-3c8dad3723ef,9b405cb8-d67e-4e21-9f12-92c73a80beaa,1a03bc66-1fa2-449e-a9b1-1be2547154c3,3,,False
d8d05d4e-89b7-4651-98ec-ae1aa64675b8,0547bee5-671a-479d-b8c2-b2e8f1ca0b6b,1a03bc66-1fa2-449e-a9b1-1be2547154c3,1,"The route was unsafe, and the company did not address concerns.",False
7930fa6a-0bb6-4527-a88c-fffd4c6ad7dc,76daa741-3b72-45f8-9f80-d2ffc6d7b455,1a03bc66-1fa2-449e-a9b1-1be2547154c3,2,,False
e335116d-f6a9-4a73-bd9c-73c093addd19,c7a28c65-549f-46a0-a913-ceba5af4e90e,1a03bc66-1fa2-449e-a9b1-1be2547154c3,2,,False
2097e92e-3374-42b7-9d8b-8f4cf6417f44,1880343c-44db-45ef-a7f0-fcb58475bf8e,1a03bc66-1fa2-449e-a9b1-1be2547154c3,4,,True
11bf57fd-5d57-441f-9ea1-85e7fcfaeab6,a2f18ae1-7412-4e2e-95bf-3ce482ad6983,1a03bc66-1fa2-449e-a9b1-1be2547154c3,5,Amazing experience with breathtaking views!,True
