expedition_id,climber_id,summit_reached,summit_date,climb_duration,incident_reported,expedition_success
58654774-a589-4677-a4af-a39d4bb8c024,45079a59-d4e5-48f0-a05b-b47095fabb43,True,2024-10-17 11:36:14.788404,6.2,True,False
58654774-a589-4677-a4af-a39d4bb8c024,5982846c-d970-469b-9de8-0588cd53c62e,True,2024-10-12 11:36:14.788417,2.9,False,True
58654774-a589-4677-a4af-a39d4bb8c024,8c6f25ea-b9f8-4b6a-aac2-3f2ef7dd7fcb,True,2024-10-14 11:36:14.788436,9.1,False,True
58654774-a589-4677-a4af-a39d4bb8c024,588022b2-c897-46c2-b87d-af27c6455478,True,2024-10-17 11:36:14.788445,7.1,True,False
58654774-a589-4677-a4af-a39d4bb8c024,8239837a-9eab-4175-8e90-92d5b5cc3a0e,False,,0.0,True,False
58654774-a589-4677-a4af-a39d4bb8c024,e8172673-4e61-4f4a-a485-bbaa03971c21,True,2024-10-15 11:36:14.788472,9.1,False,True
58654774-a589-4677-a4af-a39d4bb8c024,0ac329a4-9be5-4eb1-bb69-4ee31c9b075b,True,2024-10-17 11:36:14.788486,3.3,False,True
58654774-a589-4677-a4af-a39d4bb8c024,b7f2a8ea-80a5-4e3a-a7cc-2f4fba80f8ca,False,,0.0,True,False
58654774-a589-4677-a4af-a39d4bb8c024,4e0d7167-bb35-4539-8b78-dccf29f2b23e,False,,0.0,False,False
58654774-a589-4677-a4af-a39d4bb8c024,e07fa215-dc17-4f24-94af-94ec5d2b9429,True,2024-10-18 11:36:14.788527,2.5,True,False
58654774-a589-4677-a4af-a39d4bb8c024,a25a6699-629a-4e9d-8d16-94fbc89b07df,True,2024-10-16 11:36:14.788545,3.4,True,False
58654774-a589-4677-a4af-a39d4bb8c024,3708bffd-c681-42e3-a14c-db16dd91176a,True,2024-10-16 11:36:14.788558,1.1,False,True
58654774-a589-4677-a4af-a39d4bb8c024,2ec7b6b6-ac79-441e-8195-40b5b4ac20f2,False,,0.0,True,False
58654774-a589-4677-a4af-a39d4bb8c024,96e672d8-9e99-41d2-9324-d4a7e681eb8c,True,2024-10-18 11:36:14.788577,8.4,True,False
58654774-a589-4677-a4af-a39d4bb8c024,a4af9e07-2981-43e9-bf95-a86ab5639f9e,True,2024-10-13 11:36:14.788596,8.9,True,False
58654774-a589-4677-a4af-a39d4bb8c024,3ca9de23-74c8-46fb-b1c4-3f6409729c1e,True,2024-10-12 11:36:14.788605,4.4,True,False
58654774-a589-4677-a4af-a39d4bb8c024,afb746e9-2ec3-421a-88a2-2908ae362e76,True,2024-10-09 11:36:14.788615,9.8,True,False
58654774-a589-4677-a4af-a39d4bb8c024,6aad0017-1f89-4321-8bf6-86cc0fb2060a,False,,0.0,False,False
58654774-a589-4677-a4af-a39d4bb8c024,fbef4082-d640-4cdf-bfe7-85c0e472b870,True,2024-10-18 11:36:14.788630,2.7,True,False
58654774-a589-4677-a4af-a39d4bb8c024,c0ef34f9-c7d4-46d6-a1dc-041ed5b07ecb,True,2024-10-18 11:36:14.788642,3.7,False,True
58654774-a589-4677-a4af-a39d4bb8c024,f4c1ea20-7ed0-47d3-9c00-035c9852da77,True,2024-10-18 11:36:14.788652,3.8,False,True
58654774-a589-4677-a4af-a39d4bb8c024,5575582a-9de9-4a50-9b47-25724eeeb6b7,False,,0.0,False,False
58654774-a589-4677-a4af-a39d4bb8c024,99ac6c55-9499-4844-80a2-c7faa9c42a7e,True,2024-10-09 11:36:14.788671,6.6,True,False
58654774-a589-4677-a4af-a39d4bb8c024,5c402480-e915-40b1-9218-c99ba18168e7,False,,0.0,False,False
58654774-a589-4677-a4af-a39d4bb8c024,feed3231-6b76-45c9-8779-eddff36f28ac,True,2024-10-18 11:36:14.788697,6.3,False,True
58654774-a589-4677-a4af-a39d4bb8c024,685a8b99-037d-4e80-858c-eb5809dbd063,True,2024-10-11 11:36:14.788706,8.6,False,True
58654774-a589-4677-a4af-a39d4bb8c024,bf588f21-d0ef-4f9c-b26a-483976ac8881,True,2024-10-13 11:36:14.788732,3.6,True,False
58654774-a589-4677-a4af-a39d4bb8c024,486f33a2-5c31-47e1-8fec-c9cfd2849a28,True,2024-10-17 11:36:14.788746,4.5,False,True
58654774-a589-4677-a4af-a39d4bb8c024,2e47faaf-b0f4-4589-a77f-af75634ca170,False,,0.0,True,False
58654774-a589-4677-a4af-a39d4bb8c024,38ec79b8-a0c9-46a7-ba04-490a95918a8a,False,,0.0,False,False
58654774-a589-4677-a4af-a39d4bb8c024,0bd4b32f-6ffa-438d-a30b-d2fb0d55cf83,True,2024-10-10 11:36:14.788803,7.4,False,True
58654774-a589-4677-a4af-a39d4bb8c024,ddbfbbf6-c48b-4c9f-9240-0fb60986886f,False,,0.0,True,False
58654774-a589-4677-a4af-a39d4bb8c024,5639542a-d72a-4702-aab2-a67deb96a867,True,2024-10-11 11:36:14.788821,1.5,True,False
58654774-a589-4677-a4af-a39d4bb8c024,811d55e5-c797-4006-ac5e-b9fc09af6ee4,True,2024-10-14 11:36:14.788835,2.1,True,False
58654774-a589-4677-a4af-a39d4bb8c024,b40e7fd1-437a-474a-9bdd-5436289f52c1,True,2024-10-15 11:36:14.788844,7.8,False,True
58654774-a589-4677-a4af-a39d4bb8c024,d67dbbc6-5bb7-47b6-82f9-b155aa90656b,True,2024-10-17 11:36:14.788858,8.5,True,False
58654774-a589-4677-a4af-a39d4bb8c024,3cfbf61c-fc3d-442f-9e6a-5c953f85bdb0,True,2024-10-14 11:36:14.788867,6.9,False,True
58654774-a589-4677-a4af-a39d4bb8c024,8100fa9b-1596-4f47-b7ed-c389bdd2e9af,False,,0.0,True,False
58654774-a589-4677-a4af-a39d4bb8c024,640a2f4e-05ee-4fb3-b9e1-7fdb6b486471,True,2024-10-16 11:36:14.788877,4.6,False,True
58654774-a589-4677-a4af-a39d4bb8c024,5dcb6e85-edd5-4916-b62f-9beef684f8af,False,,0.0,True,False
58654774-a589-4677-a4af-a39d4bb8c024,147d07c4-714d-4560-88fd-27e834159882,True,2024-10-17 11:36:14.788903,1.9,False,True
58654774-a589-4677-a4af-a39d4bb8c024,bb8b33b1-57c2-4fe2-9333-e438eed30e36,True,2024-10-12 11:36:14.788916,8.0,True,False
58654774-a589-4677-a4af-a39d4bb8c024,31b4427c-510f-49a6-a0c6-b9d94af0a438,True,2024-10-11 11:36:14.788926,2.2,True,False
58654774-a589-4677-a4af-a39d4bb8c024,6b614f43-ef0f-499f-a497-0355cf6cb059,False,,0.0,False,False
58654774-a589-4677-a4af-a39d4bb8c024,708b6898-2a33-4586-b379-9da763690a66,False,,0.0,True,False
58654774-a589-4677-a4af-a39d4bb8c024,239d2cbe-c58e-45f9-a2f9-6c45588c2930,False,,0.0,False,False
58654774-a589-4677-a4af-a39d4bb8c024,0139704b-1052-42fc-9bfc-e41148509361,True,2024-10-18 11:36:14.788965,1.4,True,False
58654774-a589-4677-a4af-a39d4bb8c024,43231a0d-20d2-4a33-bde3-d21fe03d4759,False,,0.0,False,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,47463a1a-e185-41aa-affd-8e6266583c50,False,,0.0,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,d10b8127-de27-444f-94bf-980078f9f0bd,True,2024-10-09 11:36:14.789001,9.7,False,True
1a03bc66-1fa2-449e-a9b1-1be2547154c3,82f4170b-7d81-4534-bae1-bfae25706c0e,True,2024-10-10 11:36:14.789010,6.3,False,True
1a03bc66-1fa2-449e-a9b1-1be2547154c3,eae9cbb3-a62f-4647-8761-e5a336c71063,True,2024-10-13 11:36:14.789021,1.7,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,22e6c5f9-f733-49c9-a1f5-02c5a62026c2,True,2024-10-15 11:36:14.789031,1.0,False,True
1a03bc66-1fa2-449e-a9b1-1be2547154c3,8412271d-cc81-403a-92da-bc5aae4a74c0,True,2024-10-15 11:36:14.789045,8.4,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,7c712f60-dd73-4749-abc1-cb313df487d0,True,2024-10-13 11:36:14.789051,2.5,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,937cb858-0c65-45bb-8c63-d9f458c13d7e,True,2024-10-18 11:36:14.789069,3.4,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,617ccb89-9088-453d-8737-a3e26ff4534b,True,2024-10-14 11:36:14.789081,2.6,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,a4370d2d-ab15-4894-931b-22f46e0f5eac,True,2024-10-13 11:36:14.789093,9.8,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,dd95eb88-a2a8-43f4-bdfc-cc41611236a0,True,2024-10-10 11:36:14.789110,5.1,False,True
1a03bc66-1fa2-449e-a9b1-1be2547154c3,f0aeb649-cf09-4dd2-8e4d-24b22a9c6c77,True,2024-10-09 11:36:14.789123,1.1,False,True
1a03bc66-1fa2-449e-a9b1-1be2547154c3,eac23a68-a9c4-4873-8b61-f3981bbec25e,True,2024-10-15 11:36:14.789133,5.6,False,True
1a03bc66-1fa2-449e-a9b1-1be2547154c3,3ea9470c-9d43-4661-9730-628bdb82b9d5,False,,0.0,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,18139175-15c2-46d2-b69c-1c7517def30e,True,2024-10-16 11:36:14.789153,3.5,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,c49fe5bf-b31f-4344-9f7c-77a5b4b9ba97,False,,0.0,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,544474b4-46ed-432b-b848-4cf2bbefd683,True,2024-10-17 11:36:14.789176,4.0,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,9cdd30bd-ebf2-4894-96e3-d1e472e9bcb9,False,,0.0,False,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,a8e192e6-1b4f-41fa-b0b9-2910bc1da739,False,,0.0,False,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,9b405cb8-d67e-4e21-9f12-92c73a80beaa,False,,0.0,False,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,0547bee5-671a-479d-b8c2-b2e8f1ca0b6b,False,,0.0,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,76daa741-3b72-45f8-9f80-d2ffc6d7b455,False,,0.0,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,c7a28c65-549f-46a0-a913-ceba5af4e90e,True,2024-10-13 11:36:14.789244,5.1,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,1880343c-44db-45ef-a7f0-fcb58475bf8e,True,2024-10-13 11:36:14.789258,2.0,False,True
1a03bc66-1fa2-449e-a9b1-1be2547154c3,a2f18ae1-7412-4e2e-95bf-3ce482ad6983,False,,0.0,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,d97fd53e-6924-4d72-bf48-f31a95e04005,True,2024-10-15 11:36:14.789277,4.8,True,False
1a03bc66-1fa2-449e-a9b1-1be2547154c3,30f9ddd8-82ca-40a8-88bf-95a97bd4590e,True,2024-10-11 11:36:14.789289,8.6,False,True
1a03bc66-1fa2-449e-a9b1-1be2547154c3,b004e43f-14ee-4471-a904-9ae28edfc0f3,True,2024-10-14 11:36:14.789300,1.7,False,True
1a03bc66-1fa2-449e-a9b1-1be2547154c3,34b6b27a-cba4-4935-9880-44b9b3837b19,True,2024-10-10 11:36:14.789319,3.9,False,True
03c6bf7d-fda0-4807-8284-6075582ce454,58cf88fe-a218-488c-a477-f7caf460fc5f,True,2024-10-13 11:36:14.789328,3.4,False,True
03c6bf7d-fda0-4807-8284-6075582ce454,4f1c8834-5244-4af7-b776-246f72f6b697,True,2024-10-12 11:36:14.789342,1.6,True,False
90710ad9-1f33-4394-8755-b21046e0b61b,f82bf6a5-6bd4-433d-afff-fa0caca7e07a,True,2024-10-10 11:36:14.789348,6.7,True,False
90710ad9-1f33-4394-8755-b21046e0b61b,bec33771-c346-4bfe-b784-9695e89a4605,True,2024-10-13 11:36:14.789354,6.7,True,False
90710ad9-1f33-4394-8755-b21046e0b61b,bab31e78-467d-4ec4-93ab-fafc88b7b88b,True,2024-10-11 11:36:14.789363,6.4,False,True
90710ad9-1f33-4394-8755-b21046e0b61b,c241473b-f55a-49ae-af22-5a46b160b84b,True,2024-10-15 11:36:14.789377,5.7,False,True
90710ad9-1f33-4394-8755-b21046e0b61b,b70ed054-b32b-4db4-b13c-2e5ff850b18d,True,2024-10-15 11:36:14.789383,3.0,False,True
90710ad9-1f33-4394-8755-b21046e0b61b,d1c4ff93-1845-413a-8ed7-0797beacff1c,True,2024-10-17 11:36:14.789393,6.7,True,False
90710ad9-1f33-4394-8755-b21046e0b61b,c1845ae0-f62c-4675-bab7-73203f165928,False,,0.0,False,False
90710ad9-1f33-4394-8755-b21046e0b61b,84f53e5d-8b88-40f5-bcbe-f3b9cec106c9,False,,0.0,False,False
90710ad9-1f33-4394-8755-b21046e0b61b,f446af84-a9a7-4c8d-92df-2042b0c65469,False,,0.0,False,False
90710ad9-1f33-4394-8755-b21046e0b61b,dc6a9ba9-df21-4519-8ee9-335a3356a4a2,False,,0.0,True,False
90710ad9-1f33-4394-8755-b21046e0b61b,4548a347-5c26-4a51-92b0-2cfc8b970e17,True,2024-10-11 11:36:14.789449,9.8,False,True
90710ad9-1f33-4394-8755-b21046e0b61b,0f1146b2-9f89-4d1d-aaed-d08e75eda3ec,False,,0.0,True,False
90710ad9-1f33-4394-8755-b21046e0b61b,96ca874d-c47f-4d39-b825-3c69ba1a8411,True,2024-10-16 11:36:14.789473,5.9,False,True
90710ad9-1f33-4394-8755-b21046e0b61b,800b48a3-2af3-4f50-9b29-34853414b4dc,True,2024-10-14 11:36:14.789483,8.1,True,False
90710ad9-1f33-4394-8755-b21046e0b61b,c4f1a1e7-de35-41f4-9bfa-10249031e669,True,2024-10-17 11:36:14.789489,8.9,False,True
90710ad9-1f33-4394-8755-b21046e0b61b,d29e11b7-9668-4dd3-b13b-8c4b87ac5bca,False,,0.0,False,False
90710ad9-1f33-4394-8755-b21046e0b61b,362b7943-a35c-41ca-9d85-5917f2d156c4,True,2024-10-16 11:36:14.789515,2.6,True,False
90710ad9-1f33-4394-8755-b21046e0b61b,6e1099d4-f30f-4994-b034-18563f07bcef,True,2024-10-16 11:36:14.789529,2.2,False,True
e10d9236-8e1d-41c4-9e63-a8e0241f3aaf,9e7cb1f1-3e04-4194-9151-a59424790c49,False,,0.0,False,False
e10d9236-8e1d-41c4-9e63-a8e0241f3aaf,8633cb21-eeb8-41cd-a571-2255d27374fb,False,,0.0,False,False
e10d9236-8e1d-41c4-9e63-a8e0241f3aaf,d8114def-ed98-4cb3-8ecb-5204505ac2be,True,2024-10-17 11:36:14.789551,6.3,False,True
e10d9236-8e1d-41c4-9e63-a8e0241f3aaf,dca3951f-57cd-4820-9280-63cb7c753d8f,True,2024-10-14 11:36:14.789565,4.6,False,True
e10d9236-8e1d-41c4-9e63-a8e0241f3aaf,d3a1b387-3758-460e-af64-0accd450cec8,False,,0.0,False,False
d8b5fe0e-d573-4608-9de3-df1b0ae5275e,050a08f0-226b-4388-8f5c-998c2cae989b,True,2024-10-13 11:36:14.789583,5.1,True,False
d8b5fe0e-d573-4608-9de3-df1b0ae5275e,7ce2f327-b1d1-4bce-b422-9d63af7fc834,False,,0.0,False,False
508156d0-7640-407d-9771-3c084e90f7a7,0f1f15ce-36cf-42e4-9bb7-f8cdb8e028c0,True,2024-10-16 11:36:14.789605,3.9,False,True
508156d0-7640-407d-9771-3c084e90f7a7,967f39a7-773b-4c1e-b96f-8fadf72a1227,True,2024-10-14 11:36:14.789619,7.6,True,False
508156d0-7640-407d-9771-3c084e90f7a7,2387ae44-2712-4fbe-a571-4f7b3c0053c5,True,2024-10-16 11:36:14.789630,5.1,True,False
508156d0-7640-407d-9771-3c084e90f7a7,fc9303f7-994f-4e87-ab46-a3b5cb4e7ba1,True,2024-10-13 11:36:14.789639,4.7,True,False
508156d0-7640-407d-9771-3c084e90f7a7,e7ec1f84-6a6a-4d06-9939-73b23b40a391,True,2024-10-17 11:36:14.789648,4.3,True,False
508156d0-7640-407d-9771-3c084e90f7a7,773193fe-ad7b-4307-a3df-0565e32d1742,True,2024-10-17 11:36:14.789662,7.3,False,True
508156d0-7640-407d-9771-3c084e90f7a7,91787a92-d33b-48df-98ff-13e792c29535,True,2024-10-17 11:36:14.789678,9.4,False,True
508156d0-7640-407d-9771-3c084e90f7a7,2e7b3c98-bacc-4e6c-9002-d2f10d9b578e,False,,0.0,False,False
508156d0-7640-407d-9771-3c084e90f7a7,90aaeda7-fb0a-4f88-a168-8f57da9a591e,True,2024-10-11 11:36:14.789700,8.1,True,False
508156d0-7640-407d-9771-3c084e90f7a7,48b998b3-45db-47f4-96c7-ca725c433795,False,,0.0,False,False
508156d0-7640-407d-9771-3c084e90f7a7,f9c446b0-ef58-427d-aae4-65c274eb0a4f,True,2024-10-18 11:36:14.789745,4.1,False,True
508156d0-7640-407d-9771-3c084e90f7a7,97612d3b-23d0-486a-8d2a-24d965101060,False,,0.0,True,False
